YEAR,MAKE,MODEL,CONDITION,TRANSMISSION,CYLINDERS,FUEL,ODOMETER,ENGINE POWER,MILAGE,Price
2013,gmc,sierra 1500,Excellent,Automatic,8,gas,27229,Low CC,11,1
2016,ram,2500,Excellent,Manual,6,diesel,112200,Low CC,35,1
2012,ram,2500,Excellent,Automatic,6,diesel,134111,Low CC,6,1
2019,ford,mustang gt,Excellent,Manual,8,gas,10,Low CC,10,1
2015,ford,f350,Excellent,Manual,8,diesel,116449,Low CC,41,1
2016,bmw,5 series,Excellent,Manual,6,gas,38096,Low CC,14,1
2015,ford,f-250 sd,Excellent,Manual,8,diesel,171585,Low CC,28,1
2016,cadillac,cts4,Excellent,Automatic,6,gas,37450,Low CC,34,1
2015,ford,f-150 lariat,Excellent,Automatic,6,gas,37500,Low CC,5,1
2016,bmw,5-series xdrive,Excellent,Automatic,8,gas,47698,Low CC,8,1
2016,gmc,sierra 1500,Excellent,Manual,6,gas,48524,Low CC,35,1
2018,ford,f-250 super duty,Excellent,Manual,8,diesel,26020,Low CC,45,1
2015,ford,f-350 4x4 crew cab,Excellent,Automatic,8,diesel,75000,Low CC,30,1
2016,ford,transit wagon,Excellent,Automatic,6,gas,79000,Low CC,26,1
2018,ford,f-250 xlt crew cab,Excellent,Automatic,8,diesel,39950,Low CC,30,1
2015,ford,f-150,Excellent,Automatic,6,gas,114342,Low CC,8,1
2014,ford,f-150 limited,Excellent,Manual,8,gas,78069,Low CC,34,1
2016,gmc,1500 sierra,Excellent,Automatic,8,gas,44047,Low CC,41,1
2018,ford,f-150 f150,Excellent,Automatic,6,gas,28000,Low CC,47,1
2015,gmc,sierra 1500,Excellent,Manual,8,gas,118000,Low CC,8,1
2018,chevrolet,silverado 1500 crew ca,Excellent,Automatic,8,gas,8348,Low CC,28,1
2018,ram,2500,Excellent,Manual,8,gas,28124,Low CC,26,1
2017,buick,envision awd suv,Excellent,Automatic,4,gas,21900,Low CC,21,1
2017,infiniti,qx50,Excellent,Manual,6,gas,27687,Low CC,15,1
2006,mitsubishi,evolution se,Excellent,Automatic,4,gas,61135,Low CC,27,1
2011,ford,f-350 super duty lariat di,Excellent,Automatic,8,diesel,99263,Low CC,10,1
2016,toyota,4runner sr5,Excellent,Automatic,6,gas,32800,Low CC,24,1
2011,gmc,sierra denali 3500 crew 4x4,Excellent,Automatic,8,diesel,160124,Low CC,9,1
2013,ford,f-450 sd,Excellent,Manual,8,diesel,85025,Low CC,49,1
2012,ram,3500,Excellent,Manual,6,diesel,116000,Low CC,40,1
1957,chevrolet,bel air,Excellent,Manual,8,gas,32000,Low CC,31,1
2013,ford,f-250 sd,Excellent,Manual,8,gas,86658,Low CC,46,1
2015,ford,super duty f-250 srw,Excellent,Manual,8,diesel,162667,Low CC,36,1
2016,toyota,tacoma,Excellent,Manual,6,gas,28619,Low CC,20,1
2018,ford,f150,Excellent,Automatic,6,gas,22535,Low CC,39,1
2015,ford,f150,Excellent,Automatic,6,gas,115895,Low CC,38,1
2016,ford,f-150,Excellent,Automatic,6,gas,30525,Low CC,13,1
2018,ford,f150,Excellent,Automatic,6,gas,15359,Low CC,49,1
2012,jeep,wrangler,Excellent,Automatic,6,gas,99384,Low CC,6,1
2019,ford,f-150,Excellent,Automatic,6,gas,2234,Low CC,16,1
2011,ram,2500,Excellent,Automatic,8,diesel,100661,Low CC,13,1
2016,gmc,sierra 3500,Excellent,Manual,8,diesel,132562,Low CC,42,1
2014,gmc,sierra 3500hd,Excellent,Manual,8,diesel,79419,Low CC,31,1
2014,ford,f-150 4x4,Excellent,Automatic,6,gas,75440,Low CC,38,1
2016,chevrolet,silverado,Excellent,Automatic,8,diesel,104960,Low CC,24,1
2015,jeep,grand cherokee,Excellent,Manual,6,gas,33431,Low CC,30,1
2014,chevrolet,corvette,Excellent,Automatic,8,gas,11879,Low CC,39,1
2015,mercedes-benz,benz,Excellent,Automatic,4,diesel,80617,Low CC,6,1
2015,chevrolet,tahoe,Excellent,Automatic,8,gas,77000,Low CC,33,1
2011,ford,f250,Excellent,Automatic,8,diesel,122702,Low CC,25,1
2016,lexus,gs 350 f-sport,Excellent,Automatic,6,gas,27198,Low CC,31,1
2018,ford,explorer limited,Excellent,Manual,6,gas,44337,Low CC,21,1
2018,ram,2500,Excellent,Manual,8,gas,9930,Low CC,7,1
2002,ford,f-650,Excellent,Automatic,6,diesel,141270,Low CC,31,1
2016,ford,f-550,Excellent,Automatic,8,diesel,126000,Low CC,39,1
2019,bmw,x3,Excellent,Automatic,4,gas,14659,Low CC,48,1
2018,chevrolet,silverado 1500,Excellent,Automatic,8,gas,4,Low CC,25,1
2016,ford,transit wagon,Excellent,Manual,6,gas,79000,Low CC,11,1
2017,jeep,grand cherokee limited,Excellent,Manual,6,gas,38574,Low CC,11,1
2014,mercedes-benz,e-class,Excellent,Manual,8,gas,81030,Low CC,27,1
2018,chevrolet,camaro ss,Excellent,Automatic,8,gas,1200,Low CC,43,1
2013,gmc,sierra 2500hd,Excellent,Automatic,8,diesel,64440,Low CC,20,1
2018,chevrolet,corvette,Excellent,Automatic,8,gas,1400,Low CC,14,2
2015,toyota,tundra crewmax 5.7 clean,Excellent,Automatic,8,gas,119545,Low CC,33,1
2014,gmc,2500hd sierra denali duramax,Excellent,Automatic,8,diesel,118269,Low CC,23,1
2013,ford,f-350 sd,Excellent,Manual,8,diesel,75892,Low CC,18,1
2015,bmw,x5m,Excellent,Automatic,8,gas,53819,Low CC,23,1
2016,nissan,titan xd,Excellent,Automatic,8,diesel,31000,Low CC,15,1
2013,ram,2500,Excellent,Manual,6,diesel,125538,Low CC,22,1
2007,ram,2500,Excellent,Automatic,6,diesel,144066,Low CC,16,1
2013,ram,2500,Excellent,Manual,6,diesel,95400,Low CC,39,1
2015,infiniti,qx80,Excellent,Automatic,8,gas,71199,Low CC,18,1
2013,toyota,tundra crew cab 4x4,Excellent,Manual,8,gas,51300,Low CC,17,1
2016,chevrolet,silverado 2500 lifted,Excellent,Automatic,8,gas,63871,Low CC,27,1
2017,ram,3500,Excellent,Automatic,6,diesel,18023,Low CC,17,1
2015,chevrolet,silverado 2500hd,Excellent,Automatic,8,gas,99105,Low CC,16,1
1950,mercury,custom coupe,Excellent,Manual,8,gas,79694,Low CC,14,1
1967,volkswagen,t-2,Excellent,Automatic,4,gas,99000,Low CC,27,1
2013,ford,f-150,Excellent,Automatic,8,gas,97000,Low CC,42,1
2016,ford,explorer,Excellent,Manual,4,gas,64375,Low CC,9,1
2013,audi,s8,Excellent,Automatic,8,gas,86782,Low CC,25,1
2017,nissan,murano,Excellent,Manual,6,gas,27000,Low CC,12,1
2016,chevrolet,silverado 2500hd,Excellent,Manual,8,gas,16800,Low CC,45,1
2016,ford,explorer,Excellent,Manual,4,gas,47162,Low CC,6,1
2012,chevrolet,silverado 2500hd,Excellent,Manual,8,diesel,104533,Low CC,21,1
2016,gmc,denali 2500,Excellent,Manual,8,gas,129000,Low CC,20,1
2018,ford,transit-250,Excellent,Automatic,6,gas,26066,Low CC,15,1
2018,ford,transit,Excellent,Manual,6,gas,9049,Low CC,16,1
2017,chevrolet,silverado 1500,Excellent,Manual,8,gas,26686,Low CC,16,1
2015,dodge,challenger,Excellent,Manual,8,gas,41900,Low CC,42,1
2016,ford,super duty f-250,Excellent,Automatic,8,diesel,106096,Low CC,16,1
2014,chevrolet,silverado 1500,Excellent,Automatic,8,gas,129360,Low CC,48,1
2014,toyota,sequoia,Excellent,Automatic,8,gas,65597,Low CC,40,1
2007,chevrolet,silverado 3500hd,Excellent,Manual,8,diesel,74894,Low CC,47,1
2016,ford,f-150,Excellent,Automatic,8,gas,21877,Low CC,11,1
2018,chevrolet,silverado lt 4x4,Excellent,Automatic,8,gas,19201,Low CC,20,1
2016,chevrolet,silverado 1500,Excellent,Automatic,8,gas,39352,Low CC,31,1
2018,chevrolet,silverado 1500,Excellent,Automatic,8,gas,4438,Low CC,28,1
2014,ram,2500,Excellent,Manual,6,diesel,96275,Low CC,25,1
2015,ram,3500 tradesman crew cab 4x4,Excellent,Automatic,6,diesel,51188,Low CC,40,1
2018,chevrolet,silverado lt 4x4,Excellent,Manual,8,gas,44278,Low CC,32,1
2016,dodge,challenger srt hellcat,Excellent,Automatic,8,gas,19600,Low CC,28,2
2015,gmc,1500 sierra denali,Excellent,Manual,6,gas,25500,Low CC,39,1
2015,jeep,wrangler unlimited,Excellent,Automatic,6,gas,65000,Low CC,25,1
2018,gmc,acadia,Excellent,Automatic,6,gas,29070,Low CC,32,1
2016,lexus,is 200t is200t is200,Excellent,Automatic,4,gas,13463,Low CC,45,1
2015,gmc,yukon xl,Excellent,Manual,8,gas,89000,Low CC,30,1
2014,toyota,tundra,Excellent,Automatic,8,gas,11095,Low CC,17,1
2012,gmc,sierra slt,Excellent,Automatic,6,diesel,118200,Low CC,42,1
2013,ram,2500,Excellent,Manual,6,diesel,143726,Low CC,20,1
2017,chevrolet,silverado 1500 crew cab,Excellent,Automatic,8,gas,80480,Low CC,40,1
2016,chevrolet,silverado 1500,Excellent,Automatic,8,gas,45752,Low CC,18,1
2018,ford,transit wagon,Excellent,Automatic,6,gas,22254,Low CC,42,1
2009,ford,f-550,Excellent,Manual,8,diesel,98912,Low CC,12,1
2016,infiniti,qx 80,Excellent,Automatic,8,gas,48486,Low CC,11,1
2016,ram,1500 rebel 4x4 5.7l hemi,Excellent,Manual,8,gas,88900,Low CC,10,1
2019,ford,mustang,Excellent,Automatic,4,gas,18000,Low CC,40,1
2009,ford,f350,Excellent,Manual,8,diesel,148414,Low CC,39,1
2017,ford,f250,Excellent,Automatic,8,gas,91689,Low CC,44,1
2015,jeep,grand cherokee,Excellent,Automatic,6,gas,33431,Low CC,14,1
2017,chevrolet,silverado duramax 2500,Excellent,Automatic,8,diesel,46000,Low CC,48,1
2019,chevrolet,colorado 4x4,Excellent,Automatic,4,gas,1192,Low CC,37,1
2014,ram,2500,Excellent,Manual,6,diesel,96275,Low CC,39,1
2012,jeep,grand cherokee srt-8,Excellent,Automatic,8,gas,92092,Low CC,45,1
2015,chevrolet,silverado 2500 hd lt,Excellent,Manual,8,diesel,86423,Low CC,32,1
1955,chevrolet,bel air,Excellent,Manual,8,gas,4000,Low CC,32,1
2018,subaru,wrx sti limited,Excellent,Automatic,4,gas,5335,Low CC,33,1
2017,gmc,sierra 1500,Excellent,Automatic,8,gas,129487,Low CC,21,1
2018,chevrolet,traverse,Excellent,Manual,6,gas,3436,Low CC,17,1
2014,ford,f-150,Excellent,Manual,8,gas,78006,Low CC,40,1
2008,chevrolet,silverado,Excellent,Automatic,8,diesel,112797,Low CC,21,1
2016,ram,3500,Excellent,Automatic,6,diesel,77231,Low CC,32,1
2015,ford,f-350 sd,Excellent,Automatic,8,diesel,125457,Low CC,9,1
2015,gmc,yukon xl,Excellent,Manual,8,gas,89000,Low CC,25,1
2016,chevrolet,silverado 2500 lifted,Excellent,Automatic,8,gas,63871,Low CC,24,1
2013,audi,a7,Excellent,Automatic,6,gas,53000,Low CC,34,1
2015,ram,2500,Excellent,Manual,8,gas,105533,Low CC,7,1
2015,chevrolet,suburban,Excellent,Automatic,8,gas,59000,Low CC,23,1
2016,ford,transit wagon,Excellent,Automatic,6,gas,79000,Low CC,10,1
2015,ford,super duty f-250,Excellent,Manual,8,diesel,125616,Low CC,49,1
2017,ford,transit,Excellent,Manual,6,gas,24337,Low CC,47,1
2018,chevrolet,silverado lt 4x4,Excellent,Manual,8,gas,25440,Low CC,43,1
2018,ram,1500 quadcab slt 4wd,Excellent,Manual,6,gas,19076,Low CC,28,1
2012,ram,5500 4x4 cummins,Excellent,Manual,6,diesel,214173,Low CC,36,1
2015,jeep,wrangler,Excellent,Automatic,6,gas,25800,Low CC,20,1
2016,ford,super duty f-250 srw,Excellent,Automatic,8,diesel,105818,Low CC,31,1
2015,ford,f-150,Excellent,Automatic,6,gas,81816,Low CC,40,1
2013,jeep,wrangler sahara,Excellent,Automatic,6,gas,57000,Low CC,46,1
2012,ford,f250,Excellent,Manual,8,diesel,64421,Low CC,48,1
2016,ford,explorer,Excellent,Manual,4,gas,47162,Low CC,41,1
2008,ram,2500,Excellent,Automatic,6,diesel,180179,Low CC,37,1
2014,ram,2500,Excellent,Automatic,8,gas,121437,Low CC,37,1
2017,toyota,4runner trd pro,Excellent,Automatic,6,gas,26000,Low CC,21,1
2019,chevrolet,silverado 1500,Excellent,Manual,8,gas,3490,Low CC,20,1
2018,nissan,nv passenger,Excellent,Manual,8,gas,11269,Low CC,42,1
2008,kia,sportage,Excellent,Automatic,6,gas,75310,Low CC,19,2
2017,ford,explorer,Excellent,Automatic,6,gas,30402,Low CC,24,1
2012,dodge,5500,Excellent,Automatic,6,diesel,270000,Low CC,17,1
2018,ford,transit 350 15 passenger,Excellent,Automatic,6,gas,24892,Low CC,12,1
2012,chevrolet,silverado 3500hd,Excellent,Automatic,8,gas,72686,Low CC,17,1
2016,ford,f-350 sd,Excellent,Automatic,8,diesel,90060,Low CC,16,1
2015,toyota,tacoma trd offroad,Excellent,Manual,6,gas,30888,Low CC,46,1
2015,dodge,challenger,Excellent,Automatic,8,gas,41900,Low CC,18,1
2018,nissan,titan,Excellent,Automatic,8,gas,5145,Low CC,30,1
2012,ford,f350,Excellent,Automatic,8,gas,40425,Low CC,6,1
2015,mercedes-benz,g550,Excellent,Automatic,8,gas,43294,Low CC,46,2
2017,ram,2500,Excellent,Automatic,6,diesel,80150,Low CC,44,1
2013,ram,2500,Excellent,Automatic,6,diesel,68000,Low CC,17,1
2014,chevrolet,silverado 1500,Excellent,Manual,8,gas,46850,Low CC,8,1
2018,chrysler,pacifica limited,Excellent,Manual,6,gas,289,Low CC,39,2
2014,ram,2500,Excellent,Manual,6,diesel,161489,Low CC,28,1
2016,ford,f150,Excellent,Automatic,8,gas,42769,Low CC,42,1
2017,ram,2500 laramie mega cab,Excellent,Automatic,8,gas,28863,Low CC,6,1
2013,ram,2500,Excellent,Automatic,6,diesel,143726,Low CC,39,1
2018,ram,2500,Excellent,Automatic,6,diesel,7643,Low CC,17,1
2015,gmc,sierra 3500hd available wifi,Excellent,Manual,8,gas,65981,Low CC,43,1
2012,ram,3500,Excellent,Manual,6,diesel,52487,Low CC,38,1
2016,ford,f-150,Excellent,Manual,6,gas,63000,Low CC,38,1
2018,cadillac,escalade esv,Excellent,Automatic,8,gas,11895,Low CC,29,2
2016,dodge,challenger,Excellent,Automatic,8,gas,5016,Low CC,10,2
2014,chevrolet,silverado 1500,Excellent,Automatic,8,gas,68262,Low CC,11,1
2018,ford,explorer xlt,Excellent,Automatic,6,gas,14772,Low CC,35,1
2015,ford,f-350,Excellent,Manual,8,diesel,168061,Low CC,22,1
2016,ford,explorer,Excellent,Manual,4,gas,31133,Low CC,28,1
2014,chevrolet,silverado 1500,Excellent,Manual,8,gas,94912,Low CC,38,1
2015,cadillac,escalade esv,Excellent,Automatic,8,gas,60000,Low CC,29,1
2015,cadillac,escalade,Excellent,Manual,8,gas,77164,Low CC,37,1
2013,chevrolet,silverado 2500hd,Excellent,Automatic,8,diesel,76105,Low CC,31,1
2019,ford,f250,Excellent,Manual,8,diesel,6956,Low CC,29,2
1937,ford,coupe,Excellent,Manual,8,gas,41000,Low CC,27,1
2012,ford,f150,Excellent,Automatic,6,gas,52000,Low CC,29,1
2015,chevrolet,tahoe,Excellent,Automatic,8,gas,105918,Low CC,47,1
2016,jeep,cherokee trailhawk,Excellent,Automatic,6,gas,33800,Low CC,30,1
2015,jeep,wrangler,Excellent,Manual,6,gas,34372,Low CC,11,1
2017,nissan,titan,Excellent,Manual,8,gas,37575,Low CC,45,1
2015,ford,f-150 sport fx-4,Excellent,Automatic,6,gas,47611,Low CC,49,1
2018,cadillac,escalade,Excellent,Manual,8,gas,32310,Low CC,33,2
2012,chevrolet,2500,Excellent,Automatic,8,diesel,83847,Low CC,32,1
2018,gmc,yukon,Excellent,Manual,8,gas,13145,Low CC,16,2
2017,ford,f450,Excellent,Automatic,8,diesel,68978,Low CC,9,1
2018,chevrolet,suburban,Excellent,Manual,8,gas,21433,Low CC,40,1
1968,mercedes-benz,280 sl,Excellent,Automatic,6,gas,47768,Low CC,23,2
2016,chevrolet,corvette,Excellent,Automatic,8,gas,13325,Low CC,47,1
2015,ford,f-150,Excellent,Automatic,6,gas,81816,Low CC,27,1
2013,ram,2500,Excellent,Automatic,6,diesel,125538,Low CC,5,1
2017,ford,f-150,Excellent,Automatic,6,gas,25745,Low CC,41,1
2013,ford,f-150,Excellent,Automatic,8,gas,68015,Low CC,49,1
2016,ford,econoline,Excellent,Manual,8,gas,47213,Low CC,6,1
2014,chevrolet,corvette stingray 1 lt,Excellent,Automatic,8,gas,44131,Low CC,50,1
2014,jeep,grand cherokee srt,Excellent,Automatic,8,gas,65500,Low CC,36,1
2015,chevrolet,silverado high country,Excellent,Manual,8,diesel,114580,Low CC,50,1
2016,ford,f-150,Excellent,Automatic,6,gas,34273,Low CC,15,1
2017,ford,super duty f-350 drw,Excellent,Manual,8,diesel,65285,Low CC,33,2
2017,toyota,tacoma,Excellent,Automatic,6,gas,62962,Low CC,35,1
2010,ram,2500 laramie diesel t,Excellent,Automatic,6,diesel,124472,Low CC,37,1
2016,ford,explorer,Excellent,Manual,4,gas,31133,Low CC,6,1
2009,gmc,sierra 3500hd,Excellent,Automatic,8,diesel,97084,Low CC,7,1
2018,dodge,durango,Excellent,Automatic,8,gas,9939,Low CC,24,1
2017,audi,q7,Excellent,Manual,6,gas,46269,Low CC,49,1
2016,ford,f-150 xlt,Excellent,Manual,8,gas,35000,Low CC,26,1
2018,ford,transit t250,Excellent,Automatic,6,gas,17229,Low CC,14,1
2013,chevrolet,silverado ltz,Excellent,Automatic,8,gas,77000,Low CC,7,1
2016,rover,discovery sport,Excellent,Manual,4,gas,18447,Low CC,47,1
2014,jeep,wrangler sahara unlimited,Excellent,Automatic,6,gas,37400,Low CC,16,1
2017,ford,transit,Excellent,Automatic,6,gas,24337,Low CC,5,1
2019,ford,explorer,Excellent,Automatic,6,gas,2015,Low CC,33,1
2015,chevrolet,silverado 3500hd,Excellent,Automatic,8,diesel,189251,Low CC,10,1
2017,gmc,sierra 1500,Excellent,Manual,8,gas,33952,Low CC,18,1
2017,chevrolet,silverado 1500,Excellent,Manual,8,gas,36070,Low CC,23,1
2016,toyota,tundra,Excellent,Manual,8,gas,58790,Low CC,46,1
2017,toyota,4runner trd pro,Excellent,Automatic,6,gas,26000,Low CC,9,1
2015,ford,f-150 king ranch,Excellent,Manual,8,gas,43000,Low CC,42,1
2008,chevrolet,silverado 2500,Excellent,Automatic,6,diesel,97523,Low CC,12,1
2017,ford,f350 drw xlt,Excellent,Manual,8,diesel,54432,Low CC,32,1
2015,audi,s5,Excellent,Automatic,6,gas,35046,Low CC,42,1
2014,ford,f-250 lariat fx4 super duty,Excellent,Manual,8,diesel,249000,Low CC,25,1
2016,rover,discovery sport,Excellent,Manual,4,gas,18447,Low CC,44,1
2017,ford,f-550,Excellent,Automatic,8,diesel,9928,Low CC,49,2
2018,ford,transit-250,Excellent,Automatic,6,gas,28614,Low CC,8,1
2017,gmc,sierra sle 1500 double cab,Excellent,Automatic,8,gas,38000,Low CC,23,1
2010,ram,3500,Excellent,Automatic,6,diesel,115552,Low CC,21,1
2017,gmc,acadia slt-1,Excellent,Automatic,4,gas,100,Low CC,48,1
2015,nissan,titan,Excellent,Manual,8,gas,83015,Low CC,30,1
2015,ram,3500,Excellent,Automatic,6,diesel,37470,Low CC,43,2
2012,ford,f250 lariat,Excellent,Manual,8,gas,23423,Low CC,40,1
2011,ford,f-250 diesel super crew cab,Excellent,Automatic,8,diesel,97000,Low CC,42,1
2017,chevrolet,silverado 1500,Excellent,Automatic,8,gas,103611,Low CC,39,1
1947,chevrolet,fleetmaster street rod,Excellent,Automatic,8,gas,13968,Low CC,25,1
2017,ford,f250,Excellent,Automatic,8,gas,21087,Low CC,43,1
2018,ram,2500,Excellent,Manual,8,gas,28124,Low CC,47,1
2018,dodge,charger r/t,Excellent,Automatic,8,gas,19500,Low CC,10,1
2017,jaguar,f-pace 35t premium 4d,Excellent,Manual,6,gas,14800,Low CC,34,1
2011,chevrolet,silverado 2500hd,Excellent,Automatic,8,diesel,131903,Low CC,34,1
2012,ram,2500,Excellent,Automatic,8,diesel,88220,Low CC,27,1
2018,chevrolet,silverado 3500 hd,Excellent,Manual,8,diesel,31000,Low CC,30,2
1968,dodge,dart gts,Excellent,Manual,8,gas,15500,Low CC,8,1
2016,chevrolet,corvette,Excellent,Manual,8,gas,5000,Low CC,15,2
2012,ram,5500 cummins 4x4,Excellent,Automatic,6,diesel,214173,Low CC,26,1
2012,ford,escape,Excellent,Automatic,4,gas,85423,Low CC,6,2
2017,ford,f150 super crew,Excellent,Manual,8,gas,7256,Low CC,41,1
2011,chevrolet,silverado 3500hd,Excellent,Automatic,8,diesel,121734,Low CC,30,1
2017,ford,transit,Excellent,Automatic,6,gas,30704,Low CC,22,1
2014,gmc,sierra sle,Excellent,Automatic,6,gas,75675,Low CC,41,1
2018,chevrolet,ck35743 lt,Excellent,Manual,8,diesel,38000,Low CC,9,1
2017,ford,f-150,Excellent,Automatic,8,gas,84150,Low CC,34,1
2017,chevrolet,express,Excellent,Automatic,8,gas,35228,Low CC,6,1
2016,lincoln,navigator 4wd 4dr,Excellent,Manual,6,gas,68020,Low CC,21,1
2014,chevrolet,silverado 3500hd,Excellent,Manual,8,gas,51361,Low CC,19,1
2017,chevrolet,silverado 1500,Excellent,Manual,8,gas,24223,Low CC,34,1
2011,ram,2500,Excellent,Manual,6,diesel,113599,Low CC,43,1
2012,ram,3500 laramie longhorn,Excellent,Automatic,6,diesel,175974,Low CC,10,1
2015,mercedes-benz,gl450,Excellent,Manual,6,gas,47396,Low CC,12,1
2016,ram,2500,Excellent,Automatic,6,diesel,24899,Low CC,44,1
2016,jeep,grand cherokee,Excellent,Automatic,6,gas,23000,Low CC,41,1
2019,ford,transit wagon,Excellent,Manual,6,gas,2750,Low CC,21,1
2017,rover,evoque,Excellent,Automatic,4,gas,12352,Low CC,21,1
2013,subaru,impreza,Excellent,Automatic,4,gas,30267,Low CC,31,1
2006,gmc,c4c042,Excellent,Manual,6,diesel,43119,Low CC,8,1
2016,volvo,xc90,Excellent,Automatic,4,gas,39700,Low CC,35,1
2014,ram,2500,Excellent,Manual,8,gas,121437,Low CC,9,1
2016,ram,2500,Excellent,Manual,8,diesel,45603,Low CC,27,2
2014,chevrolet,silverado 4wd,Excellent,Manual,8,gas,48376,Low CC,5,1
2017,dodge,2500,Excellent,Automatic,6,diesel,83630,Low CC,40,1
2015,ford,f-150,Excellent,Manual,6,gas,114342,Low CC,9,1
2016,gmc,yukon,Excellent,Automatic,8,gas,47110,Low CC,44,1
2016,ford,transit,Excellent,Automatic,6,gas,2324,Low CC,48,1
2015,chevrolet,tahoe,Excellent,Manual,8,gas,85382,Low CC,7,1
2013,ram,1500 sport,Excellent,Automatic,8,gas,64126,Low CC,21,1
2018,ford,f-150,Excellent,Automatic,6,gas,42000,Low CC,46,1
2014,ram,5500,Excellent,Automatic,6,diesel,108726,Low CC,39,1
2008,chevrolet,corvette convertible,Excellent,Automatic,8,gas,22950,Low CC,43,1
2012,chevrolet,silverado 2500hd,Excellent,Manual,8,diesel,104533,Low CC,47,1
2015,gmc,sierra 1500,Excellent,Automatic,8,gas,29520,Low CC,48,1
2015,chevrolet,silverado 1500,Excellent,Automatic,8,gas,59425,Low CC,16,1
2019,chevrolet,silverado 1500 ld,Excellent,Automatic,8,gas,18560,Low CC,29,1
2017,gmc,sierra 1500 texas edition,Excellent,Manual,6,gas,100,Low CC,44,1
2017,ford,f-150 lariat,Excellent,Manual,6,gas,50404,Low CC,49,1
1971,chevrolet,k10 4x4,Excellent,Automatic,8,gas,1000,Low CC,42,2
2014,ford,f350 kind ranch,Excellent,Manual,8,diesel,105000,Low CC,46,1
2006,ram,3500 slt,Excellent,Manual,6,diesel,110248,Low CC,22,1
2018,dodge,durango,Excellent,Automatic,8,gas,9939,Low CC,8,1
2016,ram,sport 1500,Excellent,Automatic,8,gas,79000,Low CC,44,1
2011,ford,f-350 super duty lariat li,Excellent,Manual,8,diesel,94844,Low CC,41,1
2016,toyota,tacoma,Excellent,Manual,6,gas,50293,Low CC,32,1
2015,ford,f-150 lariat,Excellent,Automatic,8,gas,40188,Low CC,44,1
2010,ram,2500,Excellent,Automatic,8,diesel,184465,Low CC,29,1
1931,ford,model a coupe,Excellent,Automatic,8,gas,6200,Low CC,11,1
2014,mercedes-benz,benz,Excellent,Automatic,8,gas,64000,Low CC,6,1
2016,ram,2500 diesel,Excellent,Manual,6,gas,86037,Low CC,33,1
2012,chevrolet,silverado 2500hd,Excellent,Automatic,8,gas,79000,Low CC,13,1
2015,chevrolet,corvette,Excellent,Manual,8,gas,14490,Low CC,32,1
2013,jeep,wrangler unlimited,Excellent,Automatic,6,gas,64849,Low CC,17,1
2012,chevrolet,silverado 3500hd,Excellent,Automatic,8,gas,72686,Low CC,18,1
2017,jeep,wrangler unlimited rubicon,Excellent,Automatic,6,gas,27100,Low CC,30,1
2014,ford,f-150 eco boost,Excellent,Manual,4,gas,62000,Low CC,44,1
2013,mercedes-benz,benz sl 550 amg,Excellent,Manual,8,gas,42500,Low CC,16,1
2015,ford,super duty f-350 drw,Excellent,Automatic,8,diesel,87000,Low CC,27,1
2014,chevrolet,silverado 1500,Excellent,Manual,8,gas,118162,Low CC,28,1
2017,chevrolet,silverado,Excellent,Manual,8,gas,18000,Low CC,38,1
2016,cadillac,cts,Excellent,Manual,6,gas,39275,Low CC,13,1
